b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	2.28132475103	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	2.0342005381	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	1.47220713113	2.12890739179	1.93369556923	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	1.9719444358	1.84944701642	1.37547603398	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	1.23732309334	1.86119399853	1.19374362055	1.51021627858	0.573230032079	[]	[]	[]	[]
4	1	[]	[]	[]	[]	1.98391919673	1.85882337343	1.15151235202	0.0554091019404	-0.0403189477492	[]	[]	[]	[]
5	0	[]	[]	[]	3.60120359439	3.21742282945	1.39533639854	1.43321290581	1.14723907253	-0.4142291249	-0.14749293861	[]	[]	[]
5	1	[]	[]	[]	2.16958571282	1.88229839465	1.03389533337	0.413912029785	1.41780904965	0.803266940409	0.720820643598	[]	[]	[]
6	0	[]	[]	1.45130806109	1.919553638	1.30560969799	1.57611254874	1.49204111766	0.464863680385	1.23669314684	1.74043404859	2.00242773348	[]	[]
6	1	[]	[]	2.21501049665	1.82906820485	1.11776663069	0.265482019343	1.5892279512	1.46033662684	1.10957748281	2.00799678321	2.22064878294	[]	[]
7	0	[]	[]	[]	0.989433504863	0.622036214472	0.964308922293	-0.249529250603	1.22343683164	1.85024050638	1.8383643662	[]	[]	[]
7	1	[]	[]	[]	-1.51949955756	-1.88127884701	1.21512081327	1.03541348198	0.9963147621	2.35524777193	2.08616495762	[]	[]	[]
8	0	[]	[]	[]	[]	-1.89274799414	-1.6448435002	0.160622590334	1.8477098071	1.78432314644	[]	[]	[]	[]
8	1	[]	[]	[]	[]	-1.23825012409	0.421072678091	0.239306039254	2.12585027041	0.89888771169	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	0.096678894915	1.93928250129	1.9354216391	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	0.861514813281	2.01880431173	0.457351791654	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	2.09154018156	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	1.50189545525	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
