b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	2.32512174545	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	2.05132802375	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	1.98194645519	1.673292392	1.31134497564	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	1.6752300463	1.78547982048	1.36315512494	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	1.41615916799	1.51470481594	1.21667400305	1.4600288501	0.96744311724	[]	[]	[]	[]
5	1	[]	[]	[]	[]	1.42668261215	1.82251152166	1.25124673061	1.45511364515	1.21949849013	[]	[]	[]	[]
6	0	[]	[]	[]	2.50863636886	1.95128359582	1.89109989263	1.67560980163	1.75253960437	1.78324226322	1.85653569904	[]	[]	[]
6	1	[]	[]	[]	2.00119476214	1.83507501135	1.60131403035	1.61268500677	1.72023678447	1.94292480065	2.4806055698	[]	[]	[]
7	0	[]	[]	[]	[]	1.33654992875	1.23687040707	1.47463133343	1.8069469686	1.64743299822	[]	[]	[]	[]
7	1	[]	[]	[]	[]	0.943910354438	1.28241594947	0.738812116358	1.58407699271	2.23852616919	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	0.502740240861	1.25590809469	1.18102611422	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	1.0859016867	1.74404355633	2.3158601738	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	2.05331905769	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	2.11613948443	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
