a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	1.68265380723	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	1.35281124692	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	1.30738140112	1.70306515344	1.35023131835	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	1.46227726077	1.59899930638	1.44603176571	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	2.09154018156	1.73563386257	1.67723605655	1.74783472695	2.09351552634	[]	[]	[]	[]
6	1	[]	[]	[]	[]	1.50189545525	1.82827166053	1.7417062142	1.79441385356	1.5673352066	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	1.72665081981	1.72109076427	1.70439321818	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	2.37463331017	2.1391027327	2.30770289086	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	1.85790435674	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	1.84132800402	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
