c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	2.24337213702	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	3.0330319808	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	0.963054398084	1.7850214498	1.64926784884	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	1.21770134843	1.94454526365	2.24096606649	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	0.573230032079	-0.4142291249	1.23669314684	1.85024050638	1.78432314644	[]	[]	[]	[]
4	1	[]	[]	[]	[]	-0.0403189477492	0.803266940409	1.10957748281	2.35524777193	0.89888771169	[]	[]	[]	[]
5	0	[]	[]	[]	2.34615534059	2.98723302659	2.83185806822	1.66859592894	1.69179400311	1.81004617092	1.31905917413	[]	[]	[]
5	1	[]	[]	[]	4.00020248916	3.89045807331	2.26291261689	1.62044454931	1.93501659307	0.536426566822	2.06850566631	[]	[]	[]
6	0	[]	[]	1.41978707443	1.62682529094	1.73848496965	1.30682685343	0.930093413647	1.27200748322	1.50473769705	1.83422835027	1.85790435674	[]	[]
6	1	[]	[]	1.45718972591	1.76499414233	1.70685514659	1.29194073238	1.25695648026	1.25771923575	1.77975650867	2.59325051801	1.84132800402	[]	[]
7	0	[]	[]	[]	2.19521742431	2.75429404072	2.6176493121	1.58969464267	1.69358155055	1.81378928803	1.34306659261	[]	[]	[]
7	1	[]	[]	[]	3.67287965521	3.56417040821	2.11872028842	1.58059953132	1.94060545361	0.618753685305	2.07478308388	[]	[]	[]
8	0	[]	[]	[]	[]	0.615316019675	-0.31313561526	1.26414126923	1.84471696134	1.79064385044	[]	[]	[]	[]
8	1	[]	[]	[]	[]	0.0251234416703	0.844305450759	1.14329669755	2.35877532505	0.98729011984	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	0.96744311724	1.78324226322	1.64743299822	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	1.21949849013	1.94292480065	2.23852616919	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	2.24163664068	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	3.03120685468	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
