b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	2.65784782469	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	2.01893237234	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	1.70033841809	2.23415182445	2.38503912644	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	2.15890688517	1.69020131385	2.06462456924	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	3.61007751239	1.99720142703	1.88937499939	1.83172675824	2.24337213702	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.30875567855	1.84715867268	1.85664765202	2.34987235673	3.0330319808	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	2.69050577104	1.93039392287	2.88439156272	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	2.92971472436	3.07534554203	3.57796068181	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	2.0379106993	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	2.90934864559	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
