c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	2.55522282901	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	3.44394490885	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	3.45625177926	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	5.65632334046	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	3.79911379674	3.28691593909	3.44843385139	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	3.03666327034	2.77813529715	3.40927529669	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	3.85321762336	7.59818802434	5.28071604473	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	4.41901052899	3.07873377686	2.82880940514	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	2.5671465457	3.48605393487	3.3794968564	2.60781932048	2.82402722922	[]	[]	[]	[]
4	1	[]	[]	[]	[]	3.80367336843	3.22580441949	2.93768373028	2.79990513933	3.28977765758	[]	[]	[]	[]
4	2	[]	[]	[]	[]	3.70347510012	3.40145572247	3.11800552196	3.09304423305	2.81014816473	[]	[]	[]	[]
4	3	[]	[]	[]	[]	6.06850071169	5.59244949698	3.52230193087	4.53773176663	4.14276091766	[]	[]	[]	[]
5	0	[]	[]	[]	2.19250195909	2.40924426041	2.28414256381	2.49231404125	2.55866491415	2.41030691725	2.24399923334	[]	[]	[]
5	1	[]	[]	[]	2.5567763346	2.57896400539	2.37625054697	2.1090499116	2.38598483458	2.03741223385	3.20840425145	[]	[]	[]
5	2	[]	[]	[]	3.33097670906	4.3238845754	3.03267822142	3.76965938133	3.22211927272	2.8906050085	3.53857485868	[]	[]	[]
5	3	[]	[]	[]	3.02934625991	2.69760930931	2.33506582973	2.2979246349	2.11820611192	2.8236191099	4.02243343743	[]	[]	[]
6	0	[]	[]	3.22316732202	3.56333865165	3.13716207558	2.69223567781	2.42860254317	2.3541455358	2.16100895912	1.88743592319	1.75925609201	[]	[]
6	1	[]	[]	2.97193386366	2.98848899023	2.42130510849	2.40229871176	2.37398164211	1.98870666918	2.06390635614	2.32696867376	3.20715377915	[]	[]
6	2	[]	[]	3.18916575971	2.6064719696	2.75480607906	2.34645550551	2.34737385434	2.45093174966	3.0197471819	4.56997255687	4.68470566896	[]	[]
6	3	[]	[]	2.03948452163	1.99211282938	3.32111397342	3.08279653605	4.10563229468	5.29751947744	5.96913252481	4.7063461144	3.18067204591	[]	[]
7	0	[]	[]	[]	3.04945222259	3.21915628321	2.84831182985	2.46586789065	2.20226259109	1.77164358334	1.5337278942	[]	[]	[]
7	1	[]	[]	[]	2.72759729521	2.43412338368	2.12451137581	1.84913706228	1.37651345574	1.29375958857	1.53516058377	[]	[]	[]
7	2	[]	[]	[]	1.72846124108	2.75658134921	1.81927595913	2.71915546086	2.44403428856	2.69518212565	2.97877911747	[]	[]	[]
7	3	[]	[]	[]	3.73122041972	3.42956062021	3.64081317678	3.88157233307	5.29130734687	7.35044668314	3.46299660609	[]	[]	[]
8	0	[]	[]	[]	[]	2.7786428881	2.85108737966	2.73835645942	2.57576111042	2.27226589869	[]	[]	[]	[]
8	1	[]	[]	[]	[]	2.61985063882	2.56251419905	1.78912702764	1.34988801475	0.802316774976	[]	[]	[]	[]
8	2	[]	[]	[]	[]	2.83010262733	4.00985879454	5.21695415085	5.25447891137	4.2685733843	[]	[]	[]	[]
8	3	[]	[]	[]	[]	5.56153615285	5.83944845311	4.34085534556	6.56906760329	3.82089377784	[]	[]	[]	[]
