b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	3.97402727812	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	3.4779772883	[]	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	[]	1.8205783264	[]	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	[]	1.96690534389	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	2.38886979962	4.56921829675	3.89432601846	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	2.48886082016	2.57674320562	3.14359301825	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]	1.42741564887	2.14526505738	-0.861268451282	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]	2.31975474406	2.13106675306	2.47352813538	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	2.98647814775	2.75041509674	3.68662544046	4.0167597405	2.84349535156	[]	[]	[]	[]
5	1	[]	[]	[]	[]	2.79078823871	3.06243119582	2.10828822571	2.87575666141	2.71184778252	[]	[]	[]	[]
5	2	[]	[]	[]	[]	3.56889907428	2.70124139928	2.44877273133	0.486045188187	3.18103491517	[]	[]	[]	[]
5	3	[]	[]	[]	[]	3.76302151901	2.13748610719	2.02018935919	2.46291011316	4.41226771993	[]	[]	[]	[]
6	0	[]	[]	[]	3.13495605375	3.13229938045	2.56187002215	2.68496875737	3.40134293884	3.0734687719	3.14530715916	[]	[]	[]
6	1	[]	[]	[]	3.625817052	2.56214282307	3.56750363654	0.926479286845	2.13658648622	2.51146670509	4.09200829224	[]	[]	[]
6	2	[]	[]	[]	2.60598036224	3.55519330757	2.38139407903	2.64897028584	1.82287942855	3.36390252597	2.59829828257	[]	[]	[]
6	3	[]	[]	[]	3.19413227351	3.49981588999	1.95872477439	1.81048752536	2.61518748382	4.033300821	3.16664665232	[]	[]	[]
7	0	[]	[]	[]	[]	3.03823667221	2.79370569514	1.95709296041	2.85545085909	2.97793566835	[]	[]	[]	[]
7	1	[]	[]	[]	[]	2.02270902997	4.04009562754	-0.239580450849	1.94012135763	1.828791645	[]	[]	[]	[]
7	2	[]	[]	[]	[]	3.10881209158	2.38558182486	2.72699687664	2.3077340458	3.05746032579	[]	[]	[]	[]
7	3	[]	[]	[]	[]	3.1002371056	-0.0947681670545	1.66210742543	2.86577429659	3.08509350389	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	3.05743588129	0.599681692239	2.60547124608	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	3.96097606345	-0.947284545379	1.64016858415	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	2.35522511634	2.45667684693	2.63944488165	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	1.68738980538	0.965387603859	3.14659778015	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	-0.591016245131	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	-2.65246844297	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	2.07992736209	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	1.35439692697	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
