a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	1.68498376224	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	3.23509072678	[]	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]	[]	3.05904486396	[]	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]	[]	3.07217936374	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	2.46695573174	3.73559649419	5.61100208469	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	2.91409045985	2.99955225928	4.24510257231	[]	[]	[]	[]	[]
5	2	[]	[]	[]	[]	[]	0.88506288213	2.81277367451	2.67147999154	[]	[]	[]	[]	[]
5	3	[]	[]	[]	[]	[]	2.50037991557	-2.114154714	3.03651787439	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	-1.61717148297	0.879492222512	0.411747716332	2.61688907103	2.46199875026	[]	[]	[]	[]
6	1	[]	[]	[]	[]	3.5772444633	0.347184607373	-0.43912852676	2.36048967668	3.20391901445	[]	[]	[]	[]
6	2	[]	[]	[]	[]	0.978914824169	1.80294233991	2.39565514337	2.43743605146	1.82356923079	[]	[]	[]	[]
6	3	[]	[]	[]	[]	0.746762817951	1.77888631474	3.49344590711	-0.0609568470436	0.901877287765	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	1.59625801186	1.29666954965	1.43551381991	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	3.510147389	1.78783548496	1.08260665522	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	2.22640132141	2.09727611656	2.56730303435	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	1.87334901895	4.60203939826	2.9782860809	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	1.75925609201	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	3.20715377915	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	4.68470566896	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	3.18067204591	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
