c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	0.365721191095	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	3.22732316096	[]	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]	[]	3.47801225833	[]	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]	[]	1.63964428536	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	1.89649692066	2.09109119687	1.57895969334	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	0.761155351993	1.20645355435	3.45065254801	[]	[]	[]	[]	[]
5	2	[]	[]	[]	[]	[]	2.76952902094	0.714328644475	1.85887213106	[]	[]	[]	[]	[]
5	3	[]	[]	[]	[]	[]	1.45329017176	2.31508564443	2.46842313757	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	2.94898800292	3.5851591024	3.21595692949	2.39265440167	2.44013725138	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.97537265459	2.92713003622	2.34274861111	2.44835550537	3.39667506599	[]	[]	[]	[]
6	2	[]	[]	[]	[]	2.34671371411	2.39098833709	2.5781090171	2.8612418067	2.81045843415	[]	[]	[]	[]
6	3	[]	[]	[]	[]	1.97858371687	0.285842303086	1.88165700596	0.458183934912	1.87619206582	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	3.09366417588	3.11814663234	2.91235854151	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	2.52545059004	2.18583956592	2.30722686755	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	2.14434112869	2.01391734339	2.31843999024	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	3.39108161464	3.44307799945	3.07998944275	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	3.10429215012	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	2.71300042773	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	2.69750191581	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	3.19534608258	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
