b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	2.92360118732	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	-7.23754826384	[]	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]	[]	3.39115691885	[]	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]	[]	1.2858781774	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	-0.928451896785	1.4945437443	2.28694409353	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	-2.08518162203	-2.3089567826	1.60136777328	[]	[]	[]	[]	[]
5	2	[]	[]	[]	[]	[]	3.46653790277	3.16525757134	2.98338850539	[]	[]	[]	[]	[]
5	3	[]	[]	[]	[]	[]	2.88781979171	1.61753511435	2.74921432644	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	2.22700202185	0.28573183376	1.19496579488	2.42564531772	2.55522282901	[]	[]	[]	[]
6	1	[]	[]	[]	[]	3.65699108399	-0.174412261925	-0.972589072226	2.22569318673	3.44394490885	[]	[]	[]	[]
6	2	[]	[]	[]	[]	3.51768644952	0.443878070506	2.91038140286	2.35910715973	3.45625177926	[]	[]	[]	[]
6	3	[]	[]	[]	[]	4.04680401658	2.55400677561	2.53288963068	2.26966153719	5.65632334046	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	-0.483163831927	2.7957667377	2.36847936785	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	3.71493980192	-0.562917938469	3.629629131	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	0.989610504603	2.80474788431	2.15936391822	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	2.74013923006	2.18097327638	2.15808420247	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	2.10303432679	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	3.64315811092	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	2.92353962961	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	1.05924455929	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
