b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	1.19568568822	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	1.01404520877	[]	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]	[]	-0.254600137078	[]	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]	[]	2.92831311282	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	2.59555055494	-2.6968185174	3.4012531219	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	2.51538061809	1.92118837598	2.92746345056	[]	[]	[]	[]	[]
5	2	[]	[]	[]	[]	[]	1.54630331278	1.40044207234	1.53705353525	[]	[]	[]	[]	[]
5	3	[]	[]	[]	[]	[]	3.38753256476	2.72543860433	2.92441192449	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	3.12779089546	2.81891196059	-0.0294208172776	3.32959021634	3.07769986657	[]	[]	[]	[]
6	1	[]	[]	[]	[]	2.78577387986	2.60586524031	2.24370242339	2.63846952403	2.66510592513	[]	[]	[]	[]
6	2	[]	[]	[]	[]	4.08853577774	2.62171989065	2.09955604486	2.26309424678	4.72496316195	[]	[]	[]	[]
6	3	[]	[]	[]	[]	3.14011629652	3.07445177184	2.48215109704	3.02392164139	3.14466076738	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	2.67307900199	1.26830068016	3.25617914837	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	1.98493992541	1.20179114756	2.2524389667	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	2.87187740535	2.25994689303	2.53883368984	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	2.47618418376	2.68482700757	3.30505621059	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	2.25179404133	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	-2.00212428262	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	2.50408314837	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	2.29042136249	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
