a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	9.21089707679	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	3.3266982462	[]	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	[]	2.80986606155	[]	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	[]	2.02474074453	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	2.23400657253	3.83345523211	3.37667682569	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	2.42250002674	2.93519733626	2.99629510398	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]	3.13608124113	2.77208718282	2.29984674184	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]	3.18219066681	1.92103644674	3.93710206759	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	1.29069725229	2.17160072924	1.62507127693	1.6356950737	2.01000438556	[]	[]	[]	[]
5	1	[]	[]	[]	[]	2.55327637178	2.34469636917	2.42101645232	2.44445874036	2.02162327742	[]	[]	[]	[]
5	2	[]	[]	[]	[]	1.81119447999	-11.5175822518	-2.93071510192	2.44948670722	2.34225138873	[]	[]	[]	[]
5	3	[]	[]	[]	[]	-9.79775984411	2.64135283475	0.82864706107	2.6857522692	2.12538488632	[]	[]	[]	[]
6	0	[]	[]	[]	-18.6837970951	-15.2441662047	-6.5212423804	3.33392277351	2.9856909047	3.52675475513	3.97402727812	[]	[]	[]
6	1	[]	[]	[]	2.1182742835	-3.85812320845	-10.1633231511	-1.4673905215	1.87437452443	2.15398183462	3.4779772883	[]	[]	[]
6	2	[]	[]	[]	2.56508894883	-1.02854779416	-0.587476369783	1.41297686	0.866588700443	1.29482469722	1.8205783264	[]	[]	[]
6	3	[]	[]	[]	-0.484573918563	1.96700951555	1.47231610016	1.55946627844	2.35324848835	2.03449611836	1.96690534389	[]	[]	[]
7	0	[]	[]	[]	[]	0.663002785235	2.06748727279	3.2813426768	3.99217496153	3.85057382022	[]	[]	[]	[]
7	1	[]	[]	[]	[]	2.12863042118	1.98147176026	2.34967485015	2.59535760689	3.23014256482	[]	[]	[]	[]
7	2	[]	[]	[]	[]	3.05231557645	4.19188091337	3.05189786529	-0.416790107344	-1.25325800371	[]	[]	[]	[]
7	3	[]	[]	[]	[]	4.70416746031	2.37865905368	2.58310647839	0.952147861312	-1.02136749648	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	2.19250195909	3.56333865165	3.04945222259	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	2.5567763346	2.98848899023	2.72759729521	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	3.33097670906	2.6064719696	1.72846124108	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	3.02934625991	1.99211282938	3.73122041972	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	11.8137410576	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	3.49289447948	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	2.80153450609	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	2.08931793675	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
