a\c	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	[]	3.37341300921	[]	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	[]	3.03180051348	[]	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]	[]	2.97562226442	[]	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]	[]	2.31657942942	[]	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	[]	2.00511033077	0.221508714988	1.36944338511	[]	[]	[]	[]	[]
5	1	[]	[]	[]	[]	[]	1.85667938478	2.64193009854	1.58765844424	[]	[]	[]	[]	[]
5	2	[]	[]	[]	[]	[]	-1.02992921305	-2.87658324543	1.21921370098	[]	[]	[]	[]	[]
5	3	[]	[]	[]	[]	[]	-5.8080539128	2.50300858119	3.09833126207	[]	[]	[]	[]	[]
6	0	[]	[]	[]	[]	-24.9588331862	-5.95051140797	1.70621568835	3.98186960557	3.32399757431	[]	[]	[]	[]
6	1	[]	[]	[]	[]	-15.2181836117	-9.19830948009	1.2355353635	1.88773071333	3.13317204798	[]	[]	[]	[]
6	2	[]	[]	[]	[]	1.1766375184	-3.40026258706	-0.482655726138	1.7073799702	1.39887299522	[]	[]	[]	[]
6	3	[]	[]	[]	[]	-0.570882766085	2.41062893581	1.17771977926	1.83723919077	2.04188741983	[]	[]	[]	[]
7	0	[]	[]	[]	[]	[]	2.31327752056	3.4854225709	3.45588254617	[]	[]	[]	[]	[]
7	1	[]	[]	[]	[]	[]	1.38307245409	3.08065396118	3.05378156419	[]	[]	[]	[]	[]
7	2	[]	[]	[]	[]	[]	3.57639753059	3.21808687479	1.41590876224	[]	[]	[]	[]	[]
7	3	[]	[]	[]	[]	[]	3.25825400095	0.663487135765	0.435978860985	[]	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	[]	3.22316732202	[]	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	[]	2.97193386366	[]	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	[]	3.18916575971	[]	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	[]	2.03948452163	[]	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
