c\b	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
0	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	[]	[]	15.2087587449	[]	[]	[]	[]	[]	[]
3	1	[]	[]	[]	[]	[]	[]	7.54477839073	[]	[]	[]	[]	[]	[]
3	2	[]	[]	[]	[]	[]	[]	3.40462602969	[]	[]	[]	[]	[]	[]
3	3	[]	[]	[]	[]	[]	[]	2.18178398699	[]	[]	[]	[]	[]	[]
4	0	[]	[]	[]	[]	[]	18.6644166302	11.0996013503	14.0122518889	[]	[]	[]	[]	[]
4	1	[]	[]	[]	[]	[]	15.6781860421	7.73576564155	4.77802575962	[]	[]	[]	[]	[]
4	2	[]	[]	[]	[]	[]	3.39557354581	2.97991978943	2.57455839734	[]	[]	[]	[]	[]
4	3	[]	[]	[]	[]	[]	3.06848475496	2.61472596315	2.42622615343	[]	[]	[]	[]	[]
5	0	[]	[]	[]	[]	2.64042002136	6.41363845571	6.95217952159	2.9469240029	5.3275853255	[]	[]	[]	[]
5	1	[]	[]	[]	[]	13.60289933	8.47411886999	7.32617488462	5.93411338478	3.3232413377	[]	[]	[]	[]
5	2	[]	[]	[]	[]	3.07786530577	1.22650451039	1.93166953318	2.33586688681	2.57254666337	[]	[]	[]	[]
5	3	[]	[]	[]	[]	1.08948094558	2.2656592943	2.16237936803	2.38131559534	2.02482559442	[]	[]	[]	[]
6	0	[]	[]	[]	9.21089707679	10.8309174806	7.10449455527	2.96467574512	2.44080042256	2.28555428005	2.16517108202	[]	[]	[]
6	1	[]	[]	[]	3.3266982462	3.21826126004	2.37317934842	2.17549356627	2.75038580652	2.62586454683	3.30683572452	[]	[]	[]
6	2	[]	[]	[]	2.80986606155	1.95605896151	2.16829341255	2.09411298758	2.35501196748	1.83938580696	1.78971853919	[]	[]	[]
6	3	[]	[]	[]	2.02474074453	1.08790107395	1.84513924113	0.948505285292	-1.49355997502	-2.43052498914	1.69320753047	[]	[]	[]
7	0	[]	[]	[]	[]	4.06095323829	3.41869786041	2.94333174187	2.97871491804	2.62169820123	[]	[]	[]	[]
7	1	[]	[]	[]	[]	3.12856949804	2.83495552611	2.59739647007	2.05093591186	2.17302162352	[]	[]	[]	[]
7	2	[]	[]	[]	[]	2.02448496823	2.06071671975	2.14807502268	2.5592834695	2.71470705627	[]	[]	[]	[]
7	3	[]	[]	[]	[]	2.41565051622	2.44862706225	3.0306737443	3.4047498461	3.13374367691	[]	[]	[]	[]
8	0	[]	[]	[]	[]	[]	3.0057425669	3.16497732614	3.51318385258	[]	[]	[]	[]	[]
8	1	[]	[]	[]	[]	[]	2.98667782206	2.55917225563	2.28737147703	[]	[]	[]	[]	[]
8	2	[]	[]	[]	[]	[]	1.57104817955	2.23680794423	2.72026509829	[]	[]	[]	[]	[]
8	3	[]	[]	[]	[]	[]	3.27083131267	3.23341295569	3.11103576639	[]	[]	[]	[]	[]
9	0	[]	[]	[]	[]	[]	[]	3.13495605375	[]	[]	[]	[]	[]	[]
9	1	[]	[]	[]	[]	[]	[]	3.625817052	[]	[]	[]	[]	[]	[]
9	2	[]	[]	[]	[]	[]	[]	2.60598036224	[]	[]	[]	[]	[]	[]
9	3	[]	[]	[]	[]	[]	[]	3.19413227351	[]	[]	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
10	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
11	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	2	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
12	3	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
